Rank;Person A;Person B;Recommendation;Uncertainty Score;Samples A;Samples B;Fail Rate A;Fail Rate B;Fail Reasons A;Fail Reasons B;Intra Variance A;Intra Variance B;Confusion Distance;Outliers A;Outliers B;Issue A;Issue B
42;Karolina Young;Karolina Young_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Karolina Young' och 'Karolina Young_1' i merge.txt. | Karolina Young har 72% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.522;11;10;72%;0%;"no_faces(16); high_yaw(6); high_pitch(5)";;0.1528;0.1624;0.1737;1;0;"Ömsesidig förväxling med Karolina Young_1 (avstånd 0.174); Hög andel misslyckade bilder (72%); 1 outlier-embedding(s)";Ömsesidig förväxling med Karolina Young (avstånd 0.174)
43;Clara G;Clara G_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Clara G' och 'Clara G_1' i merge.txt. | Clara G har 77% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.522;8;6;77%;0%;"high_yaw(30); no_faces(9); high_pitch(3)";;0.1359;0.1214;0.2627;1;1;"Ömsesidig förväxling med Clara G_1 (avstånd 0.263); Hög andel misslyckade bilder (77%); 1 outlier-embedding(s)";"Få träningsbilder (6 st); Ömsesidig förväxling med Clara G (avstånd 0.263); 1 outlier-embedding(s)"
44;Tina Toy;Hana Skrabalova;Personerna har liknande ansiktsdrag (avstånd 0.194). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Tina Toy har 96% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.521;9;9;96%;46%;"no_faces(59); high_yaw(55); multiple_faces(19)";"high_yaw(5); high_pitch(3); low_focus(3)";0.1217;0.1368;0.1937;0;1;"Ömsesidig förväxling med Hana Skrabalova (avstånd 0.194); Hög andel misslyckade bilder (96%)";"Ömsesidig förväxling med Tina Toy (avstånd 0.194); 1 outlier-embedding(s)"
45;Lilit Sweet;Lilit Sweet_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Lilit Sweet' och 'Lilit Sweet_1' i merge.txt. | Lilit Sweet har 68% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.521;9;9;68%;0%;"no_faces(7); high_yaw(7); low_focus(5)";;0.1063;0.1063;0.0000;0;0;"Ömsesidig förväxling med Lilit Sweet_1 (avstånd 0.000); Hög andel misslyckade bilder (68%)";Ömsesidig förväxling med Lilit Sweet (avstånd 0.000)
46;Asia P;Asia Perez;Extremt lika embeddings (avstånd 0.024). Kan vara samma person under olika namn, eller blandade bilder i bådas mappar. → Kontrollera bilderna i båda mapparna. Om samma person: merge. Om olika: rensa felplacerade bilder. | Asia P har 69% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Asia Perez har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.521;10;25;69%;60%;"low_focus(8); high_yaw(7); high_pitch(6)";"high_yaw(17); high_pitch(13); low_focus(11)";0.1372;0.1719;0.0244;0;1;"Ömsesidig förväxling med Asia Perez (avstånd 0.024); Hög andel misslyckade bilder (69%)";"Ömsesidig förväxling med Asia P (avstånd 0.024); Hög andel misslyckade bilder (60%); 1 outlier-embedding(s)"
47;Michelle_1;Michelle Anthony;Extremt lika embeddings (avstånd 0.107). Kan vara samma person under olika namn, eller blandade bilder i bådas mappar. → Kontrollera bilderna i båda mapparna. Om samma person: merge. Om olika: rensa felplacerade bilder.;0.515;5;77;0%;46%;;"high_yaw(29); no_faces(16); low_focus(8)";0.0962;0.1938;0.1067;0;1;"Få träningsbilder (5 st); Ömsesidig förväxling med Michelle Anthony (avstånd 0.107)";"Ömsesidig förväxling med Michelle_1 (avstånd 0.107); 1 outlier-embedding(s)"
48;Adel Morel_1;Adel Morel;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Adel Morel_1' och 'Adel Morel' i merge.txt. | Adel Morel har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.514;7;10;0%;60%;;"no_faces(14); high_yaw(11); high_pitch(4)";0.1592;0.1207;0.2099;1;0;"Få träningsbilder (7 st); Ömsesidig förväxling med Adel Morel (avstånd 0.210); 1 outlier-embedding(s)";"Ömsesidig förväxling med Adel Morel_1 (avstånd 0.210); Hög andel misslyckade bilder (60%)"
49;Kali Roses_1;Kali Roses;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Kali Roses_1' och 'Kali Roses' i merge.txt.;0.513;9;22;0%;44%;;"high_yaw(34); high_pitch(5); low_focus(3)";0.1793;0.1732;0.1591;1;0;"Ömsesidig förväxling med Kali Roses (avstånd 0.159); 1 outlier-embedding(s)";Ömsesidig förväxling med Kali Roses_1 (avstånd 0.159)
50;Felicia_1;Felicia Mcdonald;Extremt lika embeddings (avstånd 0.030). Kan vara samma person under olika namn, eller blandade bilder i bådas mappar. → Kontrollera bilderna i båda mapparna. Om samma person: merge. Om olika: rensa felplacerade bilder. | Felicia Mcdonald har 53% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.513;8;54;0%;53%;;"no_faces(42); high_yaw(7); high_pitch(6)";0.1096;0.1389;0.0301;1;3;"Ömsesidig förväxling med Felicia Mcdonald (avstånd 0.030); 1 outlier-embedding(s)";"Ömsesidig förväxling med Felicia_1 (avstånd 0.030); Hög andel misslyckade bilder (53%); 3 outlier-embedding(s)"
51;Penny Brooks_1_1;Penny Brooks;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Penny Brooks_1_1' och 'Penny Brooks' i merge.txt. | Penny Brooks har 81% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.508;6;14;0%;81%;;"high_yaw(24); no_faces(22); high_pitch(9)";0.1150;0.1395;0.0210;0;1;"Få träningsbilder (6 st); Ömsesidig förväxling med Penny Brooks (avstånd 0.021)";"Ömsesidig förväxling med Penny Brooks_1_1 (avstånd 0.021); Hög andel misslyckade bilder (81%); 1 outlier-embedding(s)"
52;Silvia Ruby;Silvia Ruby_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Silvia Ruby' och 'Silvia Ruby_1' i merge.txt. | Silvia Ruby har 54% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.506;7;6;54%;0%;"high_yaw(19); high_pitch(1); multiple_faces(1)";;0.1323;0.0927;0.2838;1;0;"Få träningsbilder (7 st); Ömsesidig förväxling med Silvia Ruby_1 (avstånd 0.284); Hög andel misslyckade bilder (54%); 1 outlier-embedding(s)";"Få träningsbilder (6 st); Ömsesidig förväxling med Silvia Ruby (avstånd 0.284)"
53;Madison Ivy;Madison Ivy_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Madison Ivy' och 'Madison Ivy_1' i merge.txt. | Madison Ivy har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.506;9;7;56%;0%;"high_yaw(18); no_faces(8); multiple_faces(1)";;0.1421;0.1016;0.2282;1;1;"Ömsesidig förväxling med Madison Ivy_1 (avstånd 0.228); Hög andel misslyckade bilder (56%); 1 outlier-embedding(s)";"Få träningsbilder (7 st); Ömsesidig förväxling med Madison Ivy (avstånd 0.228); 1 outlier-embedding(s)"
54;Samantha Foxxx;Holly Taylor;Hög varians i Samantha Foxxx tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Samantha Foxxx har 83% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Holly Taylor har 70% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.504;6;45;83%;70%;"high_yaw(16); no_faces(10); low_focus(4)";"high_yaw(46); no_faces(30); high_pitch(11)";0.4108;0.1689;0.5000;0;1;"Få träningsbilder (6 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Holly Taylor (avstånd 0.500); Hög andel misslyckade bilder (83%)";"Ömsesidig förväxling med Samantha Foxxx (avstånd 0.500); Hög andel misslyckade bilder (70%); 1 outlier-embedding(s)"
55;Cher Adele_1;Misty Stone;Personerna har liknande ansiktsdrag (avstånd 0.175). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Misty Stone har 70% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.504;5;54;0%;70%;;"high_yaw(77); no_faces(32); multiple_faces(15)";0.1211;0.2078;0.1747;0;2;"Få träningsbilder (5 st); Ömsesidig förväxling med Misty Stone (avstånd 0.175)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Cher Adele_1 (avstånd 0.175); Hög andel misslyckade bilder (70%); 2 outlier-embedding(s)"
56;Chanty Kitty;Juicy Pearl;Personerna har liknande ansiktsdrag (avstånd 0.243). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Chanty Kitty har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Juicy Pearl har 55% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.502;6;71;56%;55%;"high_yaw(8); high_pitch(3); no_faces(3)";"high_yaw(47); multiple_faces(11); high_pitch(7)";0.1279;0.1790;0.2434;0;3;"Få träningsbilder (6 st); Ömsesidig förväxling med Juicy Pearl (avstånd 0.243); Hög andel misslyckade bilder (56%)";"Ömsesidig förväxling med Chanty Kitty (avstånd 0.243); Hög andel misslyckade bilder (55%); 3 outlier-embedding(s)"
57;Amber Deep;Sabrina Frash;Personerna har liknande ansiktsdrag (avstånd 0.253). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Amber Deep har 58% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Sabrina Frash har 54% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.502;5;52;58%;54%;"no_faces(7); high_yaw(5); low_focus(2)";"no_faces(32); high_yaw(21); multiple_faces(3)";0.1024;0.1478;0.2531;0;1;"Få träningsbilder (5 st); Ömsesidig förväxling med Sabrina Frash (avstånd 0.253); Hög andel misslyckade bilder (58%)";"Ömsesidig förväxling med Amber Deep (avstånd 0.253); Hög andel misslyckade bilder (54%); 1 outlier-embedding(s)"
58;Cameron Dee_1_1;Cameron Dee;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Cameron Dee_1_1' och 'Cameron Dee' i merge.txt. | Cameron Dee har 67% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.501;6;15;0%;67%;;"high_yaw(19); no_faces(7); low_focus(2)";0.0941;0.1991;0.2181;1;0;"Få träningsbilder (6 st); Ömsesidig förväxling med Cameron Dee (avstånd 0.218); 1 outlier-embedding(s)";"Ömsesidig förväxling med Cameron Dee_1_1 (avstånd 0.218); Hög andel misslyckade bilder (67%)"
59;Julia Morozzi;Julia Morozzi_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Julia Morozzi' och 'Julia Morozzi_1' i merge.txt.;0.500;8;5;45%;0%;"high_pitch(12); high_yaw(9); low_focus(1)";;0.1481;0.1321;0.1925;0;0;Ömsesidig förväxling med Julia Morozzi_1 (avstånd 0.193);"Få träningsbilder (5 st); Ömsesidig förväxling med Julia Morozzi (avstånd 0.193)"
60;Rin Momoka;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 89% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.498;6;;89%;;"high_yaw(26); low_focus(10); no_faces(6)";;0.5696;;0.5828;0;;"Få träningsbilder (6 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (89%)";
61;Lana Broks;Lana Broks_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Lana Broks' och 'Lana Broks_1' i merge.txt. | Lana Broks har 58% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.496;8;10;58%;0%;"high_yaw(10); high_pitch(1)";;0.1441;0.1361;0.2158;0;0;"Ömsesidig förväxling med Lana Broks_1 (avstånd 0.216); Hög andel misslyckade bilder (58%)";Ömsesidig förväxling med Lana Broks (avstånd 0.216)
62;Hilary Craig;Hilary Craig_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Hilary Craig' och 'Hilary Craig_1' i merge.txt.;0.496;5;5;39%;0%;"high_yaw(15); high_pitch(5); multiple_faces(3)";;0.1286;0.1032;0.2527;0;0;"Få träningsbilder (5 st); Ömsesidig förväxling med Hilary Craig_1 (avstånd 0.253)";"Få träningsbilder (5 st); Ömsesidig förväxling med Hilary Craig (avstånd 0.253)"
63;Busty Lea;Lea Lexis;Personerna har liknande ansiktsdrag (avstånd 0.278). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Busty Lea har 72% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Lea Lexis har 87% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.495;4;12;72%;87%;"high_yaw(13); high_pitch(3); multiple_faces(3)";"high_yaw(39); multiple_faces(14); high_pitch(11)";0.0606;0.1399;0.2778;0;1;"Få träningsbilder (4 st); Ömsesidig förväxling med Lea Lexis (avstånd 0.278); Hög andel misslyckade bilder (72%)";"Ömsesidig förväxling med Busty Lea (avstånd 0.278); Hög andel misslyckade bilder (87%); 1 outlier-embedding(s)"
64;Escaped Bride_1;Nika bride;Personerna har liknande ansiktsdrag (avstånd 0.192). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Nika bride har 59% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.495;5;13;0%;59%;;"high_yaw(11); low_focus(8); no_faces(6)";0.1252;0.1726;0.1915;0;0;"Få träningsbilder (5 st); Ömsesidig förväxling med Nika bride (avstånd 0.192)";"Ömsesidig förväxling med Escaped Bride_1 (avstånd 0.192); Hög andel misslyckade bilder (59%)"
65;Codi Vore;Codi Vore_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Codi Vore' och 'Codi Vore_1' i merge.txt. | Codi Vore har 65% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.489;7;14;65%;0%;"high_yaw(7); high_pitch(5); multiple_faces(1)";;0.1251;0.1438;0.2486;0;2;"Få träningsbilder (7 st); Ömsesidig förväxling med Codi Vore_1 (avstånd 0.249); Hög andel misslyckade bilder (65%)";"Ömsesidig förväxling med Codi Vore (avstånd 0.249); 2 outlier-embedding(s)"
66;Stacy Snake_1;Stacy Snake;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Stacy Snake_1' och 'Stacy Snake' i merge.txt. | Stacy Snake har 61% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.489;6;20;0%;61%;;"high_yaw(22); high_pitch(11); no_faces(6)";0.1495;0.1621;0.1940;0;2;"Få träningsbilder (6 st); Ömsesidig förväxling med Stacy Snake (avstånd 0.194)";"Ömsesidig förväxling med Stacy Snake_1 (avstånd 0.194); Hög andel misslyckade bilder (61%); 2 outlier-embedding(s)"
67;Tracy Lindsay;Tracy Lindsay_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Tracy Lindsay' och 'Tracy Lindsay_1' i merge.txt.;0.488;6;6;44%;0%;"high_yaw(28); high_pitch(2)";;0.1111;0.1211;0.2329;0;0;"Få träningsbilder (6 st); Ömsesidig förväxling med Tracy Lindsay_1 (avstånd 0.233)";"Få träningsbilder (6 st); Ömsesidig förväxling med Tracy Lindsay (avstånd 0.233)"
68;Sheena Shaw;Sheena Shaw_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Sheena Shaw' och 'Sheena Shaw_1' i merge.txt. | Sheena Shaw har 63% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.486;10;7;63%;0%;"high_yaw(30); no_faces(9); low_focus(3)";;0.1690;0.1487;0.2073;0;0;"Ömsesidig förväxling med Sheena Shaw_1 (avstånd 0.207); Hög andel misslyckade bilder (63%)";"Få träningsbilder (7 st); Ömsesidig förväxling med Sheena Shaw (avstånd 0.207)"
69;Viola Bailey_1;Viola Bailey;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Viola Bailey_1' och 'Viola Bailey' i merge.txt. | Viola Bailey har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.485;7;12;0%;56%;;"high_yaw(43); high_pitch(14); low_focus(9)";0.1511;0.1739;0.1748;0;0;"Få träningsbilder (7 st); Ömsesidig förväxling med Viola Bailey (avstånd 0.175)";"Ömsesidig förväxling med Viola Bailey_1 (avstånd 0.175); Hög andel misslyckade bilder (56%)"
70;Ariel X;Carissa Montgomery_1;Hög varians i Ariel X tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Ariel X har 89% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.484;22;5;89%;0%;"no_faces(81); high_yaw(64); multiple_faces(20)";;0.4375;0.1036;0.3530;1;0;"Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Carissa Montgomery_1 (avstånd 0.353); Hög andel misslyckade bilder (89%); 1 outlier-embedding(s)";"Få träningsbilder (5 st); Ömsesidig förväxling med Ariel X (avstånd 0.353)"
71;Mirabella;July Saint_1;Extremt lika embeddings (avstånd 0.114). Kan vara samma person under olika namn, eller blandade bilder i bådas mappar. → Kontrollera bilderna i båda mapparna. Om samma person: merge. Om olika: rensa felplacerade bilder. | Mirabella har 69% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.483;62;11;69%;0%;"high_yaw(61); no_faces(58); low_focus(12)";;0.1948;0.1511;0.1145;3;0;"Ömsesidig förväxling med July Saint_1 (avstånd 0.114); Hög andel misslyckade bilder (69%); 3 outlier-embedding(s)";Ömsesidig förväxling med Mirabella (avstånd 0.114)
72;Sugar Amy;Shawnie Jones;Personerna har liknande ansiktsdrag (avstånd 0.220). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Sugar Amy har 63% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Shawnie Jones har 67% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.481;8;10;63%;67%;"high_pitch(4); high_yaw(3); low_focus(3)";"high_yaw(11); multiple_faces(7); high_pitch(2)";0.1090;0.0927;0.2199;0;0;"Ömsesidig förväxling med Shawnie Jones (avstånd 0.220); Hög andel misslyckade bilder (63%)";"Ömsesidig förväxling med Sugar Amy (avstånd 0.220); Hög andel misslyckade bilder (67%)"
73;Jenna Foxx;Jenna Foxx_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Jenna Foxx' och 'Jenna Foxx_1' i merge.txt. | Jenna Foxx har 69% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.479;11;6;69%;0%;"high_yaw(31); no_faces(13); high_pitch(8)";;0.1550;0.1166;0.2371;1;0;"Ömsesidig förväxling med Jenna Foxx_1 (avstånd 0.237); Hög andel misslyckade bilder (69%); 1 outlier-embedding(s)";"Få träningsbilder (6 st); Ömsesidig förväxling med Jenna Foxx (avstånd 0.237)"
74;Jenna J Ross;Jenna J Ross_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Jenna J Ross' och 'Jenna J Ross_1' i merge.txt. | Jenna J Ross har 63% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.479;8;8;63%;0%;"high_yaw(21); high_pitch(5); low_focus(4)";;0.1259;0.1118;0.2365;0;1;"Ömsesidig förväxling med Jenna J Ross_1 (avstånd 0.236); Hög andel misslyckade bilder (63%)";"Ömsesidig förväxling med Jenna J Ross (avstånd 0.236); 1 outlier-embedding(s)"
